"file_name,RMSE,SNR,R2Score,MAE"
fastnfastp_3.3V_45.csv,0.2623170675051652,15.748253787335535,-0.10007860498252108,0.23018132183635343
fastnfastp_3.6V_45.csv,0.2813345057570371,15.182061152032817,-0.5350228069312184,0.2414055025050985
fastnslowp_3.3V_45.csv,0.31098986133161816,13.406970081357672,0.6468411551942365,0.24948039329578986
fastnslowp_3.6V_45.csv,0.24087591445624268,15.954089499583961,0.726132821288858,0.21229116204316828
slownfastp_3.3V_45.csv,0.28431909018022794,15.092140522746131,-1.2472658893654356,0.24664356597958492
slownfastp_3.6V_45.csv,0.2955110845284841,14.779732622385165,-1.721219272427855,0.2521003606029273
slownslowp_3.3V_45.csv,0.21780271171681653,16.69491833232176,0.7488447637748813,0.1958138550905503
slownslowp_3.6V_45.csv,0.18710283801207703,18.287972467225273,0.7518993903261184,0.17781264228347785
typical_3.3V_45.csv,0.19651103497322528,18.01836355561665,0.6605137893482833,0.1836455896162075
typical_3.6V_45.csv,0.21968540907643289,17.16871063462182,0.4437183823633184,0.20026213365688353
